TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
9098,species,somhum1,Sombre Hummingbird,Aphantochroa cirrochloris,Caprimulgiformes,Trochilidae (Hummingbirds),,
9100,species,mashum1,Many-spotted Hummingbird,Taphrospilus hypostictus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9102,species,whthum2,White-throated Hummingbird,Leucochloris albicollis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9104,species,bufhum1,Buffy Hummingbird,Leucippus fallax,Caprimulgiformes,Trochilidae (Hummingbirds),,
9106,species,tumhum1,Tumbes Hummingbird,Leucippus baeri,Caprimulgiformes,Trochilidae (Hummingbirds),,
9108,species,spthum2,Spot-throated Hummingbird,Leucippus taczanowskii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9110,species,olshum1,Olive-spotted Hummingbird,Leucippus chlorocercus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9112,species,whbhum1,White-bellied Hummingbird,Amazilia chionogaster,Caprimulgiformes,Trochilidae (Hummingbirds),,
9114,species,gawhum1,Green-and-white Hummingbird,Amazilia viridicauda,Caprimulgiformes,Trochilidae (Hummingbirds),,
9116,species,chbhum1,Chestnut-bellied Hummingbird,Amazilia castaneiventris,Caprimulgiformes,Trochilidae (Hummingbirds),,
9118,species,amahum1,Amazilia Hummingbird,Amazilia amazilia,Caprimulgiformes,Trochilidae (Hummingbirds),,
9120,issf,amahum2,Amazilia Hummingbird (Amazilia),Amazilia amazilia [amazilia Group],Caprimulgiformes,Trochilidae (Hummingbirds),,amahum1
9122,issf,amahum3,Amazilia Hummingbird (Loja),Amazilia amazilia alticola,Caprimulgiformes,Trochilidae (Hummingbirds),,amahum1
9124,species,whbeme1,White-bellied Emerald,Amazilia candida,Caprimulgiformes,Trochilidae (Hummingbirds),,
9126,species,honeme1,Honduran Emerald,Amazilia luciae,Caprimulgiformes,Trochilidae (Hummingbirds),,
9128,species,whceme1,White-chested Emerald,Amazilia brevirostris,Caprimulgiformes,Trochilidae (Hummingbirds),,
9130,species,plbeme1,Plain-bellied Emerald,Amazilia leucogaster,Caprimulgiformes,Trochilidae (Hummingbirds),,
9132,species,vereme1,Versicolored Emerald,Amazilia versicolor,Caprimulgiformes,Trochilidae (Hummingbirds),,
9134,issf,vereme2,Versicolored Emerald (Versicolored),Amazilia versicolor [versicolor Group],Caprimulgiformes,Trochilidae (Hummingbirds),,vereme1
9136,issf,vereme3,Versicolored Emerald (Rondonia),Amazilia versicolor rondoniae,Caprimulgiformes,Trochilidae (Hummingbirds),,vereme1
9138,species,andeme1,Andean Emerald,Amazilia franciae,Caprimulgiformes,Trochilidae (Hummingbirds),,
9140,species,glteme1,Glittering-throated Emerald,Amazilia fimbriata,Caprimulgiformes,Trochilidae (Hummingbirds),,
9142,species,saseme1,Sapphire-spangled Emerald,Amazilia lactea,Caprimulgiformes,Trochilidae (Hummingbirds),,
9142.2,issf,saseme2,Sapphire-spangled Emerald (Sapphire-spangled),Amazilia lactea lactea/zimmeri,Caprimulgiformes,Trochilidae (Hummingbirds),,saseme1
9142.4,issf,saseme3,Sapphire-spangled Emerald (Spot-vented),Amazilia lactea bartletti,Caprimulgiformes,Trochilidae (Hummingbirds),,saseme1
9144,species,blchum1,Blue-chested Hummingbird,Amazilia amabilis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9146,species,chahum1,Charming Hummingbird,Amazilia decora,Caprimulgiformes,Trochilidae (Hummingbirds),,
9148,species,puchum1,Purple-chested Hummingbird,Amazilia rosenbergi,Caprimulgiformes,Trochilidae (Hummingbirds),,
9150,species,manhum1,Mangrove Hummingbird,Amazilia boucardi,Caprimulgiformes,Trochilidae (Hummingbirds),,
9152,species,azchum1,Azure-crowned Hummingbird,Amazilia cyanocephala,Caprimulgiformes,Trochilidae (Hummingbirds),,
9154,issf,azchum2,Azure-crowned Hummingbird (Azure-crowned),Amazilia cyanocephala cyanocephala,Caprimulgiformes,Trochilidae (Hummingbirds),,azchum1
9156,issf,azchum3,Azure-crowned Hummingbird (Mosquitia),Amazilia cyanocephala chlorostephana,Caprimulgiformes,Trochilidae (Hummingbirds),,azchum1
9158,species,berhum,Berylline Hummingbird,Amazilia beryllina,Caprimulgiformes,Trochilidae (Hummingbirds),,
9158.2,issf,berhum1,Berylline Hummingbird (Northern),Amazilia beryllina beryllina/viola,Caprimulgiformes,Trochilidae (Hummingbirds),,berhum
9158.4,issf,berhum2,Berylline Hummingbird (Sumichrast's),Amazilia beryllina [devillei Group],Caprimulgiformes,Trochilidae (Hummingbirds),,berhum
9159,hybrid,mxbhum1,Rivoli's x Berylline Hummingbird (hybrid),Eugenes fulgens x Amazilia beryllina,Caprimulgiformes,Trochilidae (Hummingbirds),,
9162,species,blthum1,Blue-tailed Hummingbird,Amazilia cyanura,Caprimulgiformes,Trochilidae (Hummingbirds),,
9164,species,stvhum1,Steely-vented Hummingbird,Amazilia saucerottei,Caprimulgiformes,Trochilidae (Hummingbirds),,
9166,species,inchum1,Indigo-capped Hummingbird,Amazilia cyanifrons,Caprimulgiformes,Trochilidae (Hummingbirds),,
9168,species,snbhum1,Snowy-bellied Hummingbird,Amazilia edward,Caprimulgiformes,Trochilidae (Hummingbirds),,
9170,species,grbhum1,Green-bellied Hummingbird,Amazilia viridigaster,Caprimulgiformes,Trochilidae (Hummingbirds),,
9172,issf,gnbhum1,Green-bellied Hummingbird (Green-bellied),Amazilia viridigaster [viridigaster Group],Caprimulgiformes,Trochilidae (Hummingbirds),,grbhum1
9174,issf,gnbhum2,Green-bellied Hummingbird (Copper-tailed),Amazilia viridigaster [cupreicauda Group],Caprimulgiformes,Trochilidae (Hummingbirds),,grbhum1
9176,species,rtlhum,Rufous-tailed Hummingbird,Amazilia tzacatl,Caprimulgiformes,Trochilidae (Hummingbirds),,
9178,issf,ruthum2,Rufous-tailed Hummingbird (Rufous-tailed),Amazilia tzacatl [tzacatl Group],Caprimulgiformes,Trochilidae (Hummingbirds),,rtlhum
9180,issf,ruthum3,Rufous-tailed Hummingbird (Escudo),Amazilia tzacatl handleyi,Caprimulgiformes,Trochilidae (Hummingbirds),,rtlhum
9182,species,bubhum,Buff-bellied Hummingbird,Amazilia yucatanensis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9184,issf,bubhum1,Buff-bellied Hummingbird (Yucatan),Amazilia yucatanensis yucatanensis,Caprimulgiformes,Trochilidae (Hummingbirds),,bubhum
9186,issf,bubhum2,Buff-bellied Hummingbird (Northern),Amazilia yucatanensis cerviniventris/chalconota,Caprimulgiformes,Trochilidae (Hummingbirds),,bubhum
9188,species,cinhum1,Cinnamon Hummingbird,Amazilia rutila,Caprimulgiformes,Trochilidae (Hummingbirds),,
9190,issf,cinhum2,Cinnamon Hummingbird (Tres Marias Is.),Amazilia rutila graysoni,Caprimulgiformes,Trochilidae (Hummingbirds),,cinhum1
9192,issf,cinhum3,Cinnamon Hummingbird (Mainland),Amazilia rutila [rutila Group],Caprimulgiformes,Trochilidae (Hummingbirds),,cinhum1
9194,species,vichum,Violet-crowned Hummingbird,Amazilia violiceps,Caprimulgiformes,Trochilidae (Hummingbirds),,
9195.5,hybrid,x00633,Broad-billed x Violet-crowned Hummingbird (hybrid),Cynanthus latirostris x Amazilia violiceps,Caprimulgiformes,Trochilidae (Hummingbirds),,
9196,species,grfhum1,Green-fronted Hummingbird,Amazilia viridifrons,Caprimulgiformes,Trochilidae (Hummingbirds),,
9198,issf,gnfhum1,Green-fronted Hummingbird (Green-fronted),Amazilia viridifrons viridifrons,Caprimulgiformes,Trochilidae (Hummingbirds),,grfhum1
9200,issf,gnfhum2,Green-fronted Hummingbird (Cinnamon-sided),Amazilia viridifrons wagneri,Caprimulgiformes,Trochilidae (Hummingbirds),,grfhum1
9202,species,corhum1,Copper-rumped Hummingbird,Amazilia tobaci,Caprimulgiformes,Trochilidae (Hummingbirds),,
9204,spuh,amazil1,Amazilia sp.,Amazilia sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
9206,species,gotsap1,Golden-tailed Sapphire,Chrysuronia oenone,Caprimulgiformes,Trochilidae (Hummingbirds),,
9208,species,ruchum1,Pirre Hummingbird,Goethalsia bella,Caprimulgiformes,Trochilidae (Hummingbirds),,
9210,species,vichum1,Violet-capped Hummingbird,Goldmania violiceps,Caprimulgiformes,Trochilidae (Hummingbirds),,
9212,species,stream1,Streamertail,Trochilus polytmus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9214,issf,stream2,Streamertail (Red-billed),Trochilus polytmus polytmus,Caprimulgiformes,Trochilidae (Hummingbirds),,stream1
9216,issf,stream3,Streamertail (Black-billed),Trochilus polytmus scitulus,Caprimulgiformes,Trochilidae (Hummingbirds),,stream1
9216.2,intergrade,stream4,Streamertail (Red-billed x Black-billed),Trochilus polytmus polytmus x scitulus,Caprimulgiformes,Trochilidae (Hummingbirds),,stream1
9218,species,sathum1,Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9220,species,sabhum1,Sapphire-bellied Hummingbird,Lepidopyga lilliae,Caprimulgiformes,Trochilidae (Hummingbirds),,
9222,species,shghum1,Shining-green Hummingbird,Lepidopyga goudoti,Caprimulgiformes,Trochilidae (Hummingbirds),,
9224,species,vibhum1,Violet-bellied Hummingbird,Juliamyia julie,Caprimulgiformes,Trochilidae (Hummingbirds),,
9226,species,humsap2,Humboldt's Sapphire,Hylocharis humboldtii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9228,species,bltgol1,Blue-throated Goldentail,Hylocharis eliciae,Caprimulgiformes,Trochilidae (Hummingbirds),,
9230,species,rutsap1,Rufous-throated Sapphire,Hylocharis sapphirina,Caprimulgiformes,Trochilidae (Hummingbirds),,
9232,species,whcsap1,White-chinned Sapphire,Hylocharis cyanus,Caprimulgiformes,Trochilidae (Hummingbirds),,
9234,species,gilhum1,Gilded Hummingbird,Hylocharis chrysura,Caprimulgiformes,Trochilidae (Hummingbirds),,
9236,species,blhsap1,Blue-headed Sapphire,Hylocharis grayi,Caprimulgiformes,Trochilidae (Hummingbirds),,
9238,species,whehum,White-eared Hummingbird,Hylocharis leucotis,Caprimulgiformes,Trochilidae (Hummingbirds),,
9240,species,xanhum,Xantus's Hummingbird,Hylocharis xantusii,Caprimulgiformes,Trochilidae (Hummingbirds),,
9298,spuh,hummin,hummingbird sp.,Trochilidae sp.,Caprimulgiformes,Trochilidae (Hummingbirds),,
9299,species,spemou2,Speckled Mousebird,Colius striatus,Coliiformes,Coliidae (Mousebirds),Mousebirds,
9317,species,whhmou1,White-headed Mousebird,Colius leucocephalus,Coliiformes,Coliidae (Mousebirds),,
9320,species,rebmou1,Red-backed Mousebird,Colius castanotus,Coliiformes,Coliidae (Mousebirds),,
9321,species,whbmou1,White-backed Mousebird,Colius colius,Coliiformes,Coliidae (Mousebirds),,
9322,species,blnmou1,Blue-naped Mousebird,Urocolius macrourus,Coliiformes,Coliidae (Mousebirds),,
9329,species,refmou1,Red-faced Mousebird,Urocolius indicus,Coliiformes,Coliidae (Mousebirds),,
9334.5,spuh,mouseb1,mousebird sp.,Coliidae sp.,Coliiformes,Coliidae (Mousebirds),,
9334.7,species,cuckoo1,Cuckoo-Roller,Leptosomus discolor,Leptosomiformes,Leptosomidae (Cuckoo-Roller),Cuckoo-Roller,
9335,species,earque,Eared Quetzal,Euptilotis neoxenus,Trogoniformes,Trogonidae (Trogons),Trogons and Quetzals,
9336,species,pavque1,Pavonine Quetzal,Pharomachrus pavoninus,Trogoniformes,Trogonidae (Trogons),,
9340,species,gohque1,Golden-headed Quetzal,Pharomachrus auriceps,Trogoniformes,Trogonidae (Trogons),,
9343,species,resque1,Resplendent Quetzal,Pharomachrus mocinno,Trogoniformes,Trogonidae (Trogons),,
9344,issf,resque2,Resplendent Quetzal (Guatemalan),Pharomachrus mocinno mocinno,Trogoniformes,Trogonidae (Trogons),,resque1
9345,issf,resque3,Resplendent Quetzal (Costa Rican),Pharomachrus mocinno costaricensis,Trogoniformes,Trogonidae (Trogons),,resque1
9346,species,whtque1,White-tipped Quetzal,Pharomachrus fulgidus,Trogoniformes,Trogonidae (Trogons),,
9349,species,creque1,Crested Quetzal,Pharomachrus antisianus,Trogoniformes,Trogonidae (Trogons),,
9349.5,slash,y00787,Golden-headed/Crested Quetzal,Pharomachrus auriceps/antisianus,Trogoniformes,Trogonidae (Trogons),,
9350,species,cubtro1,Cuban Trogon,Priotelus temnurus,Trogoniformes,Trogonidae (Trogons),,
9353,species,histro1,Hispaniolan Trogon,Priotelus roseigaster,Trogoniformes,Trogonidae (Trogons),,
9354,species,lattro1,Lattice-tailed Trogon,Trogon clathratus,Trogoniformes,Trogonidae (Trogons),,
9355,species,slttro1,Slaty-tailed Trogon,Trogon massena,Trogoniformes,Trogonidae (Trogons),,
9356,issf,slttro2,Slaty-tailed Trogon (Massena),Trogon massena massena/hoffmanni,Trogoniformes,Trogonidae (Trogons),,slttro1
9359,issf,slttro3,Slaty-tailed Trogon (Chapman's),Trogon massena australis,Trogoniformes,Trogonidae (Trogons),,slttro1
9360,species,buttro1,Blue-tailed Trogon,Trogon comptus,Trogoniformes,Trogonidae (Trogons),,
9361,species,bkttro2,Ecuadorian Trogon,Trogon mesurus,Trogoniformes,Trogonidae (Trogons),,
9362,species,blttro1,Black-tailed Trogon,Trogon melanurus,Trogoniformes,Trogonidae (Trogons),,
9363,issf,bkttro3,Black-tailed Trogon (Large-tailed),Trogon melanurus macroura,Trogoniformes,Trogonidae (Trogons),,blttro1
9364,issf,bkttro1,Black-tailed Trogon (Black-tailed),Trogon melanurus [melanurus Group],Trogoniformes,Trogonidae (Trogons),,blttro1
9368,species,blhtro1,Black-headed Trogon,Trogon melanocephalus,Trogoniformes,Trogonidae (Trogons),,
9371,species,cittro1,Citreoline Trogon,Trogon citreolus,Trogoniformes,Trogonidae (Trogons),,
9374,species,whttro1,White-tailed Trogon,Trogon chionurus,Trogoniformes,Trogonidae (Trogons),,
9375,species,gnbtro1,Green-backed Trogon,Trogon viridis,Trogoniformes,Trogonidae (Trogons),,
9378,species,baitro1,Baird's Trogon,Trogon bairdii,Trogoniformes,Trogonidae (Trogons),,
9379,species,gartro1,Gartered Trogon,Trogon caligatus,Trogoniformes,Trogonidae (Trogons),,
9384,species,viotro2,Guianan Trogon,Trogon violaceus,Trogoniformes,Trogonidae (Trogons),,
9385,species,viotro3,Amazonian Trogon,Trogon ramonianus,Trogoniformes,Trogonidae (Trogons),,
9386,slash,viotro1,Guianan/Amazonian Trogon,Trogon violaceus/ramonianus,Trogoniformes,Trogonidae (Trogons),,
9388,species,blctro1,Blue-crowned Trogon,Trogon curucui,Trogoniformes,Trogonidae (Trogons),,
9392,species,surtro1,Surucua Trogon,Trogon surrucura,Trogoniformes,Trogonidae (Trogons),,
9393,issf,surtro2,Surucua Trogon (Orange-bellied),Trogon surrucura aurantius,Trogoniformes,Trogonidae (Trogons),,surtro1
9394,issf,surtro3,Surucua Trogon (Red-bellied),Trogon surrucura surrucura,Trogoniformes,Trogonidae (Trogons),,surtro1
9395,species,blttro2,Black-throated Trogon,Trogon rufus,Trogoniformes,Trogonidae (Trogons),,
9402,species,eletro,Elegant Trogon,Trogon elegans,Trogoniformes,Trogonidae (Trogons),,
9403,issf,eletro1,Elegant Trogon (Coppery-tailed),Trogon elegans [ambiguus Group],Trogoniformes,Trogonidae (Trogons),,eletro
9407,issf,eletro2,Elegant Trogon (Elegant),Trogon elegans elegans/lubricus,Trogoniformes,Trogonidae (Trogons),,eletro
9410,species,moutro1,Mountain Trogon,Trogon mexicanus,Trogoniformes,Trogonidae (Trogons),,
9414,species,orbtro1,Orange-bellied Trogon,Trogon aurantiiventris,Trogoniformes,Trogonidae (Trogons),,
9418,species,coltro1,Collared Trogon,Trogon collaris,Trogoniformes,Trogonidae (Trogons),,
9419,issf,coltro2,Collared Trogon (Bar-tailed),Trogon collaris puella/extimus,Trogoniformes,Trogonidae (Trogons),,coltro1
9422,issf,coltro3,Collared Trogon (Collared),Trogon collaris [collaris Group],Trogoniformes,Trogonidae (Trogons),,coltro1
9422.2,slash,y01031,Orange-bellied/Collared Trogon,Trogon aurantiiventris/collaris,Trogoniformes,Trogonidae (Trogons),,
9430,species,mastro1,Masked Trogon,Trogon personatus,Trogoniformes,Trogonidae (Trogons),,
9440,spuh,newtro1,new world trogon sp.,Trogon sp.,Trogoniformes,Trogonidae (Trogons),,
9441,species,nartro1,Narina Trogon,Apaloderma narina,Trogoniformes,Trogonidae (Trogons),,
9446,species,bactro1,Bare-cheeked Trogon,Apaloderma aequatoriale,Trogoniformes,Trogonidae (Trogons),,
9447,species,battro1,Bar-tailed Trogon,Apaloderma vittatum,Trogoniformes,Trogonidae (Trogons),,
9448,spuh,afrtro1,african trogon sp.,Apaloderma sp.,Trogoniformes,Trogonidae (Trogons),,
9450,species,javtro1,Javan Trogon,Harpactes reinwardtii,Trogoniformes,Trogonidae (Trogons),,
9451,species,sumtro1,Sumatran Trogon,Harpactes mackloti,Trogoniformes,Trogonidae (Trogons),,
9452,species,maltro1,Malabar Trogon,Harpactes fasciatus,Trogoniformes,Trogonidae (Trogons),,
9456,species,rentro1,Red-naped Trogon,Harpactes kasumba,Trogoniformes,Trogonidae (Trogons),,
9459,species,diatro1,Diard's Trogon,Harpactes diardii,Trogoniformes,Trogonidae (Trogons),,
9463,species,phitro1,Philippine Trogon,Harpactes ardens,Trogoniformes,Trogonidae (Trogons),,
9469,species,whitro1,Whitehead's Trogon,Harpactes whiteheadi,Trogoniformes,Trogonidae (Trogons),,
9470,species,cirtro1,Cinnamon-rumped Trogon,Harpactes orrhophaeus,Trogoniformes,Trogonidae (Trogons),,
9473,species,scrtro1,Scarlet-rumped Trogon,Harpactes duvaucelii,Trogoniformes,Trogonidae (Trogons),,
9474,species,rehtro1,Red-headed Trogon,Harpactes erythrocephalus,Trogoniformes,Trogonidae (Trogons),,
9485,species,orbtro2,Orange-breasted Trogon,Harpactes oreskios,Trogoniformes,Trogonidae (Trogons),,
9491,species,wartro1,Ward's Trogon,Harpactes wardi,Trogoniformes,Trogonidae (Trogons),,
9491.5,spuh,asitro1,asian trogon sp.,Harpactes sp.,Trogoniformes,Trogonidae (Trogons),,
9491.501,species,hoopoe,Eurasian Hoopoe,Upupa epops,Bucerotiformes,Upupidae (Hoopoes),Hoopoes,
9491.502,issf,eurhoo1,Eurasian Hoopoe (Eurasian),Upupa epops [epops Group],Bucerotiformes,Upupidae (Hoopoes),,hoopoe
9491.503,issf,eurhoo3,Eurasian Hoopoe (Central African),Upupa epops senegalensis/waibeli,Bucerotiformes,Upupidae (Hoopoes),,hoopoe
9491.504,issf,eurhoo2,Eurasian Hoopoe (African),Upupa epops africana,Bucerotiformes,Upupidae (Hoopoes),,hoopoe
9491.505,species,madhoo1,Madagascar Hoopoe,Upupa marginata,Bucerotiformes,Upupidae (Hoopoes),,
9491.506,species,grewoo2,Green Woodhoopoe,Phoeniculus purpureus,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),Woodhoopoes and Scimitarbills,
9491.507,species,viowoo1,Violet Woodhoopoe,Phoeniculus damarensis,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.508,issf,viowoo2,Violet Woodhoopoe (Violet),Phoeniculus damarensis damarensis,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,viowoo1
9491.509,issf,viowoo3,Violet Woodhoopoe (Grant's),Phoeniculus damarensis granti,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,viowoo1
9491.51,slash,y00659,Green/Violet Woodhoopoe,Phoeniculus purpureus/damarensis,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.511,species,blbwoo2,Black-billed Woodhoopoe,Phoeniculus somaliensis,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.512,species,whhwoo1,White-headed Woodhoopoe,Phoeniculus bollei,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.513,species,forwoo1,Forest Woodhoopoe,Phoeniculus castaneiceps,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.514,spuh,woodho1,woodhoopoe sp.,Phoeniculus sp.,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.515,species,blsbil1,Black Scimitarbill,Rhinopomastus aterrimus,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.516,species,cosbil1,Common Scimitarbill,Rhinopomastus cyanomelas,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.517,species,absbil1,Abyssinian Scimitarbill,Rhinopomastus minor,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.5175,spuh,y00961,woodhoopoe/scimitarbill sp.,Phoeniculus/Rhinopomastus sp.,Bucerotiformes,Phoeniculidae (Woodhoopoes and Scimitar-bills),,
9491.518,species,noghor1,Abyssinian Ground-Hornbill,Bucorvus abyssinicus,Bucerotiformes,Bucorvidae (Ground-Hornbills),Hornbills,
9491.519,species,soghor1,Southern Ground-Hornbill,Bucorvus leadbeateri,Bucerotiformes,Bucorvidae (Ground-Hornbills),,
9491.52,species,rbdhor1,Red-billed Dwarf Hornbill,Lophoceros camurus,Bucerotiformes,Bucerotidae (Hornbills),,
9491.521,species,crohor1,Crowned Hornbill,Lophoceros alboterminatus,Bucerotiformes,Bucerotidae (Hornbills),,
9491.522,species,brahor1,Bradfield's Hornbill,Lophoceros bradfieldi,Bucerotiformes,Bucerotidae (Hornbills),,
9491.523,species,afphor1,African Pied Hornbill,Lophoceros fasciatus,Bucerotiformes,Bucerotidae (Hornbills),,
9491.524,issf,afphor2,African Pied Hornbill (Western),Lophoceros fasciatus semifasciatus,Bucerotiformes,Bucerotidae (Hornbills),,afphor1
9491.525,issf,afphor3,African Pied Hornbill (Congo),Lophoceros fasciatus fasciatus,Bucerotiformes,Bucerotidae (Hornbills),,afphor1
9491.526,species,hemhor1,Hemprich's Hornbill,Lophoceros hemprichii,Bucerotiformes,Bucerotidae (Hornbills),,
9491.527,species,afghor1,African Gray Hornbill,Lophoceros nasutus,Bucerotiformes,Bucerotidae (Hornbills),,
